Subject,Sentence,Label
history," In this type of war , armies often make no distinction between civilian and military targets .","0"
history," 2355 . A Union campaign to convince individuals to buy the bonds helped increase sales .","0"
history," The Republicans also passed the Legal Tender Act of 1862 , calling for paper money — known as greenbacks — to be printed [ link ] ) .","1"
history," Some $ 150 million worth of greenbacks became legal tender , and the Northern economy boomed , although high inflation also resulted .","0"
history," 2358 . After the featured orator had delivered a two - hour speech , Lincoln addressed the crowd for several minutes .","0"
history," In his speech , known as the Gettysburg Address , which he had finished writing while a guest in David Wills ’ home the day before the dedication , Lincoln invoked the Founding Fathers and the spirit of the American Revolution .","0"
history," The Union soldiers who had died at Gettysburg , he proclaimed , had died not only to preserve the Union , but also to guarantee freedom and equality for all .","0"
history," 2361 . Northern Democrats railed against Lincoln and the war .","0"
history," Republicans labeled these vocal opponents of the President Copperheads , a term that many antiwar Democrats accepted .","0"
history," As the anti - Lincoln poster below illustrates , his enemies tried to paint him as an untrustworthy and suspect leader ( [ link ] ) .","0"
history," 2364 . However , the proposal instantly drew fire from a larger faction of Republicans in Congress who did not want to deal moderately with the South .","1"
history," These members of Congress , known as Radical Republicans , wanted to remake the South and punish the rebels .","0"
history," Radical Republicans insisted on harsh terms for the defeated Confederacy and protection for former slaves , going far beyond what the president proposed .","0"
history," 2367 . However , they faced the wrath of defeated but un - reconciled southerners who were determined to keep blacks an impoverished and despised underclass .","0"
history," Recognizing the widespread devastation in the South and the dire situation of freed people , Congress created the Bureau of Refugees , Freedmen , and Abandoned Lands in March 1865 , popularly known as the Freedmen ’s Bureau .","0"
history," Lincoln had approved of the bureau , giving it a charter for one year .","0"
history," 2370 . However , Congress mustered the necessary votes to override his veto .","0"
history," Despite the Civil Rights Act , the black codes endured , forming the foundation of the racially discriminatory Jim Crow segregation policies that impoverished generations of African Americans .","0"
history," 2373 . Black voter registration in the late 1860s and the ratification of the Fifteenth Amendment finally brought what Lincoln had characterized as “ a new birth of freedom . ”","0"
history," Union Leagues , fraternal groups founded in the North that promoted loyalty to the Union and the Republican Party during the Civil War , expanded into the South after the war and were transformed into political clubs that served both political and civic functions .","1"
history," As centers of the black communities in the South , the leagues became vehicles for the dissemination of information , acted as mediators between members of the black community and the white establishment , and served other practical functions like helping to build schools and churches for the community they served .","0"
history," 2376 . Paramilitary white - supremacist terror organizations in the South helped bring about the collapse of Reconstruction , using violence as their primary weapon .","0"
history," The “ Invisible Empire of the South , ” or Ku Klux Klan , stands as the most notorious .","0"
history," The Klan was founded in 1866 as an oath - bound fraternal order of Confederate veterans in Tennessee , with former Confederate General Nathan Bedford Forrest as its first leader .","0"
history," 2379 . Congress also passed a series of three laws designed to stamp out the Klan .","0"
history," Passed in 1870 and 1871 , the Enforcement Acts or “ Force Acts ” were designed to outlaw intimidation at the polls and to give the federal government the power to prosecute crimes against freed people in federal rather than state courts .","1"
history," Congress believed that this last step , a provision in the third Enforcement Act , also called the Ku Klux Klan Act , was necessary in order to ensure that trials would not be decided by white juries in southern states friendly to the Klan .","0"
history," 2382 . The concept of Manifest Destiny found its roots in the long - standing traditions of territorial expansion upon which the nation itself was founded .","0"
history," This phrase , which implies divine encouragement for territorial expansion , was coined by magazine editor John O’Sullivan in 1845 , when he wrote in the United States Magazine and Democratic Review that “ it was our manifest destiny to overspread the continent allotted by Providence for the free development of our multiplying millions . ”","1"
history," Although the context of O’Sullivan ’s original article was to encourage expansion into the newly acquired Texas territory , the spirit it invoked would subsequently be used to encourage westward settlement throughout the rest of the nineteenth century .","0"
history," 2385 . The first houses built by western settlers were typically made of mud and sod with thatch roofs , as there was little timber for building .","0"
history," Rain , when it arrived , presented constant problems for these sod houses , with mud falling into food , and vermin , most notably lice , scampering across bedding ( [ link ] ) .","0"
history," Weather patterns not only left the fields dry , they also brought tornadoes , droughts , blizzards , and insect swarms .","0"
history," 2388 . In 1859 , Henry T. P. Comstock , a Canadian - born fur trapper , began gold mining in Nevada with other prospectors but then quickly found a blue - colored vein that proved to be the first significant silver discovery in the United States .","0"
history," Within twenty years , the Comstock Lode , as it was called , yielded more than $ 300 million in shafts that reached hundreds of feet into the mountain .","0"
history," Subsequent mining in Arizona and Montana yielded copper , and , while it lacked the glamour of gold , these deposits created huge wealth for those who exploited them , particularly with the advent of copper wiring for the delivery of electricity and telegraph communication .","0"
history," 2391 . The final episode in the so - called Indian Wars occurred in 1890 , at the Battle of Wounded Knee in South Dakota .","0"
history," On their reservation , the Sioux had begun to perform the “ Ghost Dance , ” which told of an Indian Messiah who would deliver the tribe from its hardship , with such frequency that white settlers began to worry that another uprising would occur .","1"
history," 2394 . One of the greatest advancements was the telephone , which Alexander Graham Bell patented in 1876 ( [ link ] ) .","0"
history," While he was not the first to invent the concept , Bell was the first one to capitalize on it ; after securing the patent , he worked with financiers and businessmen to create the National Bell Telephone Company .","0"
history," 2397 . Carnegie ’s famous essay , The Gospel of Wealth , featured below , expounded on his beliefs .","0"
history," In it , he borrowed from Herbert Spencer ’s theory of social Darwinism , which held that society developed much like plant or animal life through a process of evolution in which the most fit and capable enjoyed the greatest material and social success .","1"
history," 2400 . tolerated the presence of the most gigantic , the most cruel , impudent , pitiless and grasping monopoly that ever fastened itself upon a country . ”","0"
history," Seeking still more control , Rockefeller recognized the advantages of controlling the transportation of his product .","0"
history," He next began to grow his company through vertical integration , wherein a company handles all aspects of a product ’s lifecycle , from the creation of raw materials through the production process to the delivery of the final product .","1"
history," In Rockefeller ’s case , this model required investment and acquisition of companies involved in everything from barrel - making to pipelines , tanker cars to railroads .","0"
history," 2403 . This solitary and repetitive work style was a difficult adjustment for those used to more collaborative and skill - based work , whether on farms or in crafts shops .","0"
history," Managers embraced Fredrick Taylor ’s principles of scientific management , also called “ stop - watch management , ” where he used stop - watch studies to divide manufacturing tasks into short , repetitive segments .","1"
history," A mechanical engineer by training , Taylor encouraged factory owners to seek efficiency and profitability over any benefits of personal interaction .","0"
history," 2406 . Urbanization occurred rapidly in the second half of the nineteenth century in the United States for a number of reasons .","0"
history," The new technologies of the time led to a massive leap in industrialization , requiring large numbers of workers .","0"
history," 2409 . The primary form of relief for working - class urban Americans , and particularly immigrants , came in the form of machine politics .","0"
history," This phrase referred to the process by which every citizen of the city , no matter their ethnicity or race , was a ward resident with an alderman who spoke on their behalf at city hall .","1"
history," 2412 . These included more expensive excursions , such as vacations in Newport , Rhode Island , winter relocation to sunny Florida , and frequent trips aboard steamships to Europe .","0"
history," For those who were not of the highly respected “ old money , ” but only recently obtained their riches through business ventures , the relief they sought came in the form of one book — the annual Social Register .","0"
history," First published in 1886 by Louis Keller in New York City , the register became a directory of the wealthy socialites who populated the city .","1"
history," 2415 . Between the end of the Civil War and the beginning of the Great Depression , nearly two million African Americans fled the rural South to seek new opportunities elsewhere .","0"
history," While some moved west , the vast majority of this Great Migration , as the large exodus of African Americans leaving the South in the early twentieth century was called , traveled to the Northeast and Upper Midwest .","1"
history," The following cities were the primary destinations for these African Americans : New York , Chicago , Philadelphia , St. Louis , Detroit , Pittsburgh , Cleveland , and Indianapolis .","0"
history," 2418 . These thinkers believed that ideas and social constructs must be proven to work before they could be accepted .","0"
history," Philosopher William James was one of the key proponents of the closely related concept of pragmatism , which held that Americans needed to experiment with different ideas and perspectives to find the truth about American society , rather than assuming that there was truth in old , previously accepted models .","1"
history," Only by tying ideas , thoughts , and statements to actual objects and occurrences could one begin to identify a coherent truth , according to James .","0"
history," 2424 . Two powerful Republican leaders attempted to control the president .","0"
history," The first was Roscoe Conkling , Republican senator from New York and leader of the Stalwarts , a group that strongly supported continuation of the current spoils system ( [ link ] ) .","1"
history," Long supporting former President Grant , Conkling had no sympathy for some of Hayes ’ early appeals for civil service reform .","0"
history," 2427 . Unable to find such a man , the predominant Half - Breeds again turned to their own leader , Senator Blaine .","0"
history," However , when news of his many personal corrupt bargains began to surface , a significant portion of the party chose to break from the traditional Stalwarts - versus - Half - Breeds debate and form their own faction , the Mugwumps , a name taken from the Algonquin phrase for “ great chief . ”","0"
history," 2430 . The Farmers ’ Alliance , a conglomeration of three regional alliances formed in the mid- 1880s , took root in the wake of the Grange movement .","1"
history," In 1890 , Dr. Charles Macune , who led the Southern Alliance , which was based in Texas and had over 100,000 members by 1886 , urged the creation of a national alliance between his organization , the Northwest Alliance , and the Colored Alliance , the largest African American organization in the United States .","1"
history," 2433 . A notable example of the government ’s failure to act was the story of Coxey ’s Army .","0"
history," In the spring of 1894 , businessman Jacob Coxey led a march of unemployed Ohioans from Cincinnati to Washington , DC , where leaders of the group urged Congress to pass public works legislation for the federal government to hire unemployed workers to build roads and other public projects .","1"
history," 2436 . It was not until Theodore Roosevelt unexpectedly became president in 1901 that the federal government would engage in Progressive reforms .","0"
history," Before then , Progressivism was work done by the people , for the people .","0"
history," What knit Progressives together was the feeling that the country was moving at a dangerous pace in a dangerous direction and required the efforts of everyday Americans to help put it back on track .","0"
history," 2439 . Another series of reforms pushed forward by Progressives that sought to sidestep the power of special interests in state legislatures and restore the democratic political process were three election innovations — the initiative , referendum , and recall .","0"
history," The first permitted voters to enact legislation by petitioning to place an idea , or initiative , on the ballot .","1"
history," 2442 . The image below ( [ link ] ) shows a machinist in a factory where Taylor had consulted ; he is alone and focused solely on his job .","0"
history," Progressive in its emphasis on efficiency , the use of science , and the reliance on experts , Taylorism , as scientific management became known , was not widely popular among workers who resented managerial authority and the loss of autonomy over their work .","1"
history," Many workers went on strikes in response , although some favored Taylor ’s methods , since their pay was directly linked to the productivity increases that his methods achieved and since increased efficiency allowed companies to charge consumers lower prices .","0"
history," 2445 . White middle - class reformers were appalled at the violence of race relations in the nation but typically shared the belief in racial characteristics and the superiority of Anglo - Saxon whites over African Americans , Asians , “ ethnic ” Europeans , Indians , and Latin American populations .","0"
history," Southern reformers considered segregation a Progressive solution to racial violence ; across the nation , educated middle - class Americans enthusiastically followed the work of eugenicists who identified virtually all human behavior as inheritable traits and issued awards at county fairs to families and individuals for their “ racial fitness . ”","0"
history," It was against this tide that African American leaders developed their own voice in the Progressive Era , working along diverse paths to improve the lives and conditions of African Americans throughout the country .","0"
history," 2448 . By 1908 , internal fights over the role of women in the fight for African American equal rights lessened the interest in the Niagara Movement .","0"
history," But the movement laid the groundwork for the creation of the National Association for the Advancement of Colored People ( NAACP ) , founded in 1909 .","0"
history," Du Bois served as the influential director of publications for the NAACP from its inception until 1933 .","0"
history," 2451 . Although not as flamboyant or outwardly progressive as Roosevelt , Taft ’s organizational skills and generally solid performance as president aligned with the party leadership ’s concerns over another Roosevelt presidency and secured for him the Republican Party ’s nomination .","0"
history," Angry over this snub , in 1912 , Roosevelt and the other Progressive Republicans bolted from the Republican Party and formed the Progressive Party .","0"
history," His popularity had him hoping to win the presidential race as a third - party candidate .","0"
history," 2454 . Fearing future loss of the territory through military conflict , as well as desiring to create challenges for Great Britain ( which they had fought in the Crimean War ) , Russia had happily accepted the American purchase offer .","0"
history," In the United States , several newspaper editors openly questioned the purchase and labeled it “ Seward ’s Folly ” ( [ link ] ) .","0"
history," They highlighted the lack of Americans to populate the vast region and lamented the challenges in attempting to govern the native peoples in that territory .","0"
history," 2457 . Shippers and other businessmen , particularly in the sugar industry , supported American intervention to safeguard their own interests in the region .","0"
history," Likewise , the “ Cuba Libre ” movement founded by José Martí , who quickly established offices in New York and Florida , further stirred American interest in the liberation cause .","0"
history," The difference in this uprising , however , was that supporters saw in the renewed U.S. Navy a force that could be a strong ally for Cuba .","0"
history," 2460 . Domestically , the country was neither unified in their support of the treaty nor in the idea of the United States building an empire at all .","0"
history," Many prominent Americans , including Jane Addams , former President Grover Cleveland , Andrew Carnegie , Mark Twain , and Samuel Gompers , felt strongly that the country should not be pursuing an empire , and , in 1898 , they formed the Anti - Imperialist League to oppose this expansionism .","1"
history," The reasons for their opposition were varied : Some felt that empire building went against the principles of democracy and freedom upon which the country was founded , some worried about competition from foreign workers , and some held the xenophobic viewpoint that the assimilation of other races would hurt the country .","0"
history," 2466 . Carranza refused to work with Wilson and the U.S. government , and instead threatened to defend Mexico ’s mineral rights against all American oil companies established there .","0"
history," Wilson then turned to support rebel forces who opposed Carranza , most notably Pancho Villa ( [ link ] ) .","0"
history," However , Villa lacked the strength in number or weapons to overtake Carranza ; in 1915 , Wilson reluctantly authorized official U.S. recognition of Carranza ’s government .","0"
history," 2469 . The war effort was costly — with an eventual price tag in excess of $ 32 billion by 1920—and the government needed to finance it .","0"
history," The Liberty Loan Act allowed the federal government to sell liberty bonds to the American public , extolling citizens to “ do their part ” to help the war effort and bring the troops home .","1"
history," The government ultimately raised $ 23 billion through liberty bonds .","0"
history," 2472 . First during World War I , then again in World War II , these women stepped up to run farms and other agricultural enterprises , as men left for the armed forces ( [ link ] ) .","1"
history," Known as Farmerettes , some twenty thousand women — mostly college educated and from larger urban areas — served in this capacity .","0"
history," Their reasons for joining were manifold .","0"
history," 2475 . As early as January 1918 — a full five months before U.S. military forces fired their first shot in the war , and eleven months before the actual armistice — Wilson announced his postwar peace plan before a joint session of Congress .","0"
history," Referring to what became known as the Fourteen Points , Wilson called for openness in all matters of diplomacy and trade , specifically , free trade , freedom of the seas , an end to secret treaties and negotiations , promotion of self - determination of all nations , and more .","1"
history," In addition , he called for the creation of a League of Nations to promote the new world order and preserve territorial integrity through open discussions in place of intimidation and war .","0"
history," 2478 . Meanwhile , southern lynchings continued to escalate , with white mobs burning African Americans at the stake .","0"
history," During the “ Red Summer ” of 1919 , northern cities recorded twenty - five bloody race riots that killed over 250 people .","1"
history," Among these was the Chicago Race Riot of 1919 , where a white mob stoned a young black boy to death because he swam too close to the “ white beach ” on Lake Michigan .","1"
history," 2481 . The 1920s opened up new possibilities of mobility for a large percentage of the U.S. population , as automobile manufacturers began to mass produce what had once been a luxury item , and daring aviators both demonstrated and drove advancements in aircraft technology .","0"
history," The most significant innovation of this era was Henry Ford ’s Model T Ford , which made car ownership available to the average American .","0"
history," 2484 . Many of these new immigrants were coming from eastern and southern Europe and , for many English - speaking , native - born Americans of northern European descent , the growing diversity of new languages , customs , and religions triggered anxiety and racial animosity .","0"
history," In reaction , some embraced nativism , prizing white Americans with older family trees over more recent immigrants , and rejecting outside influences in favor of their own local customs .","1"
history," Nativists also stoked a sense of fear over the perceived foreign threat , pointing to the anarchist assassinations of the Spanish prime minister in 1897 , the Italian king in 1900 , and even President William McKinley in 1901 as proof .","0"
history," 2487 . Many Americans were disillusioned in the post - World War I era , and their reactions took many forms .","0"
history," Rebellious American youth , in particular , adjusted to the changes by embracing a new morality that was far more permissive than the social mores of their parents .","0"
history," Many young women of the era shed their mother ’s morality and adopted the dress and mannerisms of a flapper , the Jazz Age female stereotype , seeking the endless party .","1"
history," 2490 . The law proved difficult to enforce , as illegal alcohol soon poured in from Canada and the Caribbean , and rural Americans resorted to home - brewed “ moonshine . ”","0"
history," The result was an eroding of respect for law and order , as many people continued to drink illegal liquor .","0"
history," Rather than bringing about an age of sobriety , as Progressive reformers had hoped , it gave rise to a new subculture that included illegal importers , interstate smuggling ( or bootlegging ) , clandestine saloons referred to as “ speakeasies , ” hipflasks , cocktail parties , and the organized crime of trafficking liquor .","1"
history," 2493 . Although his critics depicted him as weak , lazy , or incompetent , he was actually quite shrewd and politically astute .","0"
history," Together with his running mate , Calvin Coolidge , the governor of Massachusetts , they attracted the votes of many Americans who sought Harding ’s promised return to normalcy .","0"
history," In the election , Harding defeated Governor James Cox of Ohio by the greatest majority in the history of two - party politics : 61 percent of the popular vote .","0"
history," 2499 . Investors , along with the general public , withdrew their money from banks by the thousands , fearing the banks would go under .","0"
history," The more people pulled out their money in bank runs , the closer the banks came to insolvency ( [ link ] ) .","0"
history," 2502 . In 1932 , a major strike at the Ford Motor Company factory near Detroit resulted in over sixty injuries and four deaths .","0"
history," Often referred to as the Ford Hunger March , the event unfolded as a planned demonstration among unemployed Ford workers who , to protest their desperate situation , marched nine miles from Detroit to the company ’s River Rouge plant in Dearborn .","1"
history," At the Dearborn city limits , local police launched tear gas at the roughly three thousand protestors , who responded by throwing stones and clods of dirt .","0"
history," 2508 . This would establish the basis for Franklin Roosevelt ’s “ Good Neighbor ” policy .","0"
history," After a goodwill tour of Central American countries immediately following his election in 1928 , Hoover shaped the subsequent Clark Memorandum — released in 1930 — which largely repudiated the previous Roosevelt Corollary , establishing a basis for unlimited American military intervention throughout Latin America .","1"
history," To the contrary , through the memorandum , Hoover asserted that greater emphasis should be placed upon the older Monroe Doctrine , in which the U.S. pledged assistance to her Latin American neighbors should any European powers interfere in Western Hemisphere affairs .","1"
history," 2511 . The election of President Franklin Delano Roosevelt signaled both immediate relief for the American public as well as a permanent shift in the role of the federal government in guiding the economy and providing direct assistance to the people , albeit through expensive programs that made extensive budget deficits commonplace .","0"
history," For many , the immediate relief was , at a minimum , psychological : Herbert Hoover was gone , and the situation could not grow worse under Roosevelt .","0"
history," 2514 . After the landslide election , the country — and Hoover — had to endure the interregnum , the difficult four months between the election and President Roosevelt ’s inauguration in March 1933 .","1"
history," Congress did not pass a single significant piece of legislation during this period , although Hoover spent much of the time trying to get Roosevelt to commit publicly to a legislative agenda of Hoover ’s choosing .","0"
history," 2520 . At its peak , there were some four million Americans repairing bridges , building roads and airports , and undertaking other public projects .","0"
history," Another work program was the Civilian Conservation Corps Relief Act ( CCC ) .","0"
history," The CCC provided government jobs for young men aged fourteen to twenty - four who came from relief families .","1"
history," 2523 . Regionally , Roosevelt ’s work was most famously seen in the Tennessee Valley Authority ( TVA ) ( [ link ] ) , a federal agency tasked with the job of planning and developing the area through flood control , reforestation , and hydroelectric power .","1"
history," Employing several thousand Americans on a project that Roosevelt envisioned as a template for future regional redevelopment , the TVA revitalized a river valley that landowners had badly over - farmed , leaving behind eroded soil that lacked essential nutrients for future farming .","0"
history," 2526 . The Banking Act of 1935 was the most far - reaching revision of banking laws since the creation of the Federal Reserve System in 1914 .","1"
history," Previously , regional reserve banks , particularly the New York Reserve Bank — controlled by the powerful Morgan and Rockefeller families — had dominated policy - making at the Federal Reserve .","0"
history," 2529 . Roosevelt sought to salvage this important piece of labor legislation , doing so with the Wagner Act .","0"
history," The act created the National Labor Relations Board ( NLRB ) to once again protect American workers ’ right to unionize and bargain collectively , as well as to provide a federal vehicle for labor grievances to be heard .","1"
history," Although roundly criticized by the Republican Party and factory owners , the Wagner Act withstood several challenges and eventually received constitutional sanction by the U.S. Supreme Court in 1937 .","0"
history," 2532 . Aubrey Williams , the director of the NYA , hired more black administrators than any other federal agency , and appointed them to oversee projects throughout the country .","0"
history," One key figure in the NYA was Mary McLeod Bethune ( [ link ] ) , a prominent African American educator tapped by Roosevelt to act as the director of the NYA ’s Division of Negro Affairs .","0"
history," Bethune had been a spokesperson and an educator for years ; with this role , she became one of the president ’s foremost African American advisors .","0"
history," 2535 . At a conference in Munich later that year , Great Britain ’s prime minister , Neville Chamberlain , and France ’s prime minister , Édouard Daladier , agreed to the partial dismemberment of Czechoslovakia and the occupation of the Sudetenland ( a region with a sizable German population ) by German troops ( [ link ] ) .","1"
history," This Munich Pact offered a policy of appeasement , in the hope that German expansionist appetites could be satisfied without war .","0"
history," But not long after the agreement , Germany occupied the rest of Czechoslovakia as well .","0"
history," 2538 . Both groups ended their opposition , however , at the time of the German invasion of the Soviet Union and the Japanese attack on Pearl Harbor , respectively .","0"
history," Nevertheless , during the war , some seventy - two thousand men registered as conscientious objectors ( COs ) , and fifty - two thousand were granted that status .","0"
history," Of that fifty - two thousand , some accepted noncombat roles in the military , whereas others accepted unpaid work in civilian work camps .","0"
history," 2541 . After all , they argued , if the United States were going to denounce Germany and Japan for abusing human rights , the country should itself be as exemplary as possible .","0"
history," Indeed , CORE ’s actions were in keeping with the goals of the Double V campaign that was begun in 1942 by the Pittsburgh Courier , the largest African American newspaper at the time ( [ link ] ) .","1"
history," The campaign called upon African Americans to accomplish the two “ Vs ” : victory over America ’s foreign enemies and victory over racism in the United States .","1"
history," 2544 . The Japanese attack on Pearl Harbor unleashed a cascade of racist assumptions about Japanese immigrants and Japanese Americans in the United States that culminated in the relocation and internment of 120,000 people of Japanese ancestry , 66 percent of whom had been born in the United States .","0"
history," Executive Order 9066 , signed by Roosevelt on February 19 , 1942 , gave the army power to remove people from “ military areas ” to prevent sabotage or espionage .","1"
history," The army then used this authority to relocate people of Japanese ancestry living along the Pacific coast of Washington , Oregon , and California , as well as in parts of Arizona , to internment camps in the American interior .","0"
history," 2547 . The “ Bataan Death March , ” during which as many as 650 American and 10,000 Filipino prisoners of war died , intensified anti - Japanese feelings .","1"
history," Kamikaze attacks that took place towards the end of the war were regarded as proof of the irrationality of Japanese martial values and mindless loyalty to Emperor Hirohito .","0"
history," 2550 . To counter Soviet influence in the developing world , Kennedy supported a variety of measures .","0"
history," One of these was the Alliance for Progress , which collaborated with the governments of Latin American countries to promote economic growth and social stability in nations whose populations might find themselves drawn to communism .","1"
history," Kennedy also established the Agency for International Development to oversee the distribution of foreign aid , and he founded the Peace Corps , which recruited idealistic young people to undertake humanitarian projects in Asia , Africa , and Latin America .","1"
history," 2553 . The plan was to develop different strategies , tactics , and even military capabilities to respond more appropriately to small or medium - sized insurgencies , and political or diplomatic crises .","0"
history," One component of flexible response was the Green Berets , a U.S. Army Special Forces unit trained in counterinsurgency — the military suppression of rebel and nationalist groups in foreign nations .","1"
history," Much of the Kennedy administration ’s new approach to defense , however , remained focused on the ability and willingness of the United States to wage both conventional and nuclear warfare , and Kennedy continued to call for increases in the American nuclear arsenal .","0"
history," 2556 . The Civil Rights Act of 1964 , which prohibited discrimination in employment on the basis of race , color , national origin , and religion , also prohibited , in Title VII , discrimination on the basis of sex .","1"
history," Ironically , protection for women had been included at the suggestion of a Virginia congressman in an attempt to prevent the act ’s passage ; his reasoning seemed to be that , while a white man might accept that African Americans needed and deserved protection from discrimination , the idea that women deserved equality with men would be far too radical for any of his male colleagues to contemplate .","0"
history," 2562 . For Carmichael , Black Power was the power of African Americans to unite as a political force and create their own institutions apart from white - dominated ones , an idea also espoused in the 1920s by political leader and orator Marcus Garvey .","1"
history," Like Garvey , Carmichael became an advocate of black separatism , arguing that African Americans should live apart from whites and solve their problems for themselves .","1"
history," In keeping with this philosophy , Carmichael expelled SNCC ’s white members .","0"
history," 2565 . Besides demobilizing the armed forces and preparing for the homecoming of servicemen and women , he also had to guide the nation through the process of returning to a peacetime economy .","0"
history," To this end , he proposed an ambitious program of social legislation that included establishing a federal minimum wage , expanding Social Security and public housing , and prohibiting child labor .","0"
history," Wartime price controls were retained for some items but removed from others , like meat .","0"
history," 2568 . In February 1946 , George Kennan , a State Department official stationed at the U.S. embassy in Moscow , sent an eight - thousand - word message to Washington , DC .","0"
history," In what became known as the “ Long Telegram , ” Kennan maintained that Soviet leaders believed that the only way to protect the Soviet Union was to destroy “ rival ” nations and their influence over weaker nations .","1"
history," According to Kennan , the Soviet Union was not so much a revolutionary regime as a totalitarian bureaucracy that was unable to accept the prospect of a peaceful coexistence of the United States and itself .","0"
history," 2571 . Like dominos toppling one another , entire regions would eventually be controlled by the Soviets .","0"
history," The demand for anti - Communist containment appeared as early as March 1946 in a speech by Winston Churchill , in which he referred to an Iron Curtain that divided Europe into the “ free ” West and the Communist East controlled by the Soviet Union .","0"
history," 2574 . Witnesses were subpoenaed and required to testify before the committee ; refusal could result in imprisonment .","0"
history," Those who invoked Fifth Amendment protections , or were otherwise suspected of Communist sympathies , often lost their jobs or found themselves on a blacklist , which prevented them from securing employment .","0"
history," Notable artists who were blacklisted in the 1940s and 1950s include composer Leonard Bernstein , novelist Dashiell Hammett , playwright and screenwriter Lillian Hellman , actor and singer Paul Robeson , and musician Artie Shaw .","0"
history," 2577 . His New Look strategy embraced nuclear “ massive retaliation , ” a plan for nuclear response to a first Soviet strike so devastating that the attackers would not be able to respond .","1"
history," Some labeled this approach “ Mutually Assured Destruction ” or MAD .","0"
history," 2580 . The growing number of cars on the road changed consumption patterns , and drive - in and drive - through convenience stores , restaurants , and movie theaters began to dot the landscape .","0"
history," The first McDonalds opened in San Bernardino , California , in 1954 to cater to drivers in a hurry .","0"
history," 2583 . Not all efforts to enact desegregation required the use of the courts , however .","0"
history," On April 15 , 1947 , Jackie Robinson started for the Brooklyn Dodgers , playing first base .","0"
history," He was the first African American to play baseball in the National League , breaking the color barrier .","0"
history," 2586 . Many national politicians supported the segregationist efforts .","0"
history," In 1956 , ninety - six members of Congress signed “ The Southern Manifesto , ” in which they accused the U.S. Supreme Court of misusing its power and violating the principle of states ’ rights , which maintained that states had rights equal to those of the federal government .","1"
history," 2589 . “ Hippies ” rejected the conventions of traditional society .","1"
history," Men sported beards and grew their hair long ; both men and women wore clothing from non - Western cultures , defied their parents , rejected social etiquettes and manners , and turned to music as an expression of their sense of self .","0"
history," 2592 . Nixon also courted northern , blue - collar workers , whom he later called the silent majority , to acknowledge their belief that their voices were seldom heard .","1"
history," These voters feared the social changes taking place in the country : Antiwar protests challenged their own sense of patriotism and civic duty , whereas the recreational use of new drugs threatened their cherished principles of self - discipline , and urban riots invoked the specter of a racial reckoning .","0"
history," 2595 . The combination of unemployment and rising prices posed an unfamiliar challenge to economists whose fiscal policies of either expanding or contracting federal spending could only address one side of the problem at the cost of the other .","1"
history," This phenomenon of “ stagflation ” — a term that combined the economic conditions of stagnation and inflation — outlived the Nixon administration , enduring into the early 1980s .","0"
history," 2598 . As the conflict wore on and reports of brutalities increased , the antiwar movement grew in strength .","0"
history," To take the political pressure off himself and his administration , and find a way to exit Vietnam “ with honor , ” Nixon began the process of Vietnamization , turning more responsibility for the war over to South Vietnamese forces by training them and providing American weaponry , while withdrawing U.S. troops from the field .","1"
history," At the same time , however , Nixon authorized the bombing of neighboring Cambodia , which had declared its neutrality , in an effort to destroy North Vietnamese and Viet Cong bases within that country and cut off supply routes between North and South Vietnam .","0"
history," 2601 . In the weeks following the Watergate break - in , Bob Woodward and Carl Bernstein , reporters for The Washington Post , received information from several anonymous sources , including one known to them only as “ Deep Throat , ” that led them to realize the White House was deeply implicated in the break - in .","0"
history," As the press focused on other events , Woodward and Bernstein continued to dig and publish their findings , keeping the public ’s attention on the unfolding scandal .","0"
history," 2604 . After two unsuccessful Republican primary bids in 1968 and 1976 , Reagan won the presidency in 1980 .","0"
history," His victory was the result of a combination of dissatisfaction with the presidential leadership of Gerald Ford and Jimmy Carter in the 1970s and the growth of the New Right .","0"
history," This group of conservative Americans included many very wealthy financial supporters and emerged in the wake of the social reforms and cultural changes of the 1960s and 1970s .","1"
history," 2607 . Much of the intellectual meat of the Reagan Revolution came from conservative think tanks ( policy or advocacy groups ) that specifically sought to shape American political and social dialogues .","0"
history," The Heritage Foundation , one such group , soon became the intellectual arm of the conservative movement .","1"
history," 2610 . Because the disease was seen almost exclusively in male homosexuals , it was quickly dubbed “ gay cancer . ”","0"
history," Doctors soon realized it often coincided with other symptoms , including a rare form of pneumonia , and they renamed it “ Gay Related Immune Deficiency ” ( GRID ) , although people other than gay men , primarily intravenous drug users , were dying from the disease as well .","0"
history," The connection between gay men and GRID — later renamed human immunodeficiency virus / autoimmune deficiency syndrome , or HIV / AIDS — led heterosexuals largely to ignore the growing health crisis in the gay community , wrongly assuming they were safe from its effects .","0"
history," The federal government also overlooked the disease , and calls for more money to research and find the cure were ignored .","0"
history," 2613 . Reagan , however , overlooked the legitimate complaints of the Sandinistas and believed that their rule opened the region to Cuban and Soviet influence .","0"
history," A year into his presidency , convinced it was folly to allow the expansion of Soviet and Communist influence in Latin America , he authorized the Central Intelligence Agency ( CIA ) to equip and train a group of anti - Sandinista Nicaraguans known as the Contras ( contrarevolucionários or “ counter - revolutionaries ” ) to oust Ortega .","1"
history," 2616 . Soon they were mounting fierce opposition to the bill .","0"
